user,target,sentiment label,full_text,cleaning_cleaned        ,case_folding
pri_rakhman,,0,Se7 ga nih? Baca dulu dibawah.. Yg pasti bereskan dulu ilegal import korupsi pengemplang pajak..baru minta tlg rakyat Ramai-ramai Ajakan Frugal Living dan Kurangi Belanja untuk Memprotes PPN 12 Persen Apa Dampaknya? Klik untuk baca: https://t.co/6dEbPk31Qg,Se ga nih Baca dulu dibawah Yg pasti bereskan dulu ilegal import korupsi pengemplang pajakbaru minta tlg rakyat Ramairamai Ajakan Frugal Living dan Kurangi Belanja untuk Memprotes PPN Persen Apa Dampaknya Klik untuk baca,se ga nih baca dulu dibawah yg pasti bereskan dulu ilegal import korupsi pengemplang pajakbaru minta tlg rakyat ramairamai ajakan frugal living dan kurangi belanja untuk memprotes ppn persen apa dampaknya klik untuk baca
PrayForPredator,,1,negara berpenghasilan rendah kok pajak nordic. itu yang umr jogja di pajakin nordic lebih dari 12 persen mau makan apa?,negara berpenghasilan rendah kok pajak nordic itu yang umr jogja di pajakin nordic lebih dari persen mau makan apa,negara berpenghasilan rendah kok pajak nordic itu yang umr jogja di pajakin nordic lebih dari persen mau makan apa
coachaddie_off,,0,Rencana kenaikan tarif Pajak Pertambahan Nilai (PPN) dari 11 persen menjadi 12 persen yang akan diberlakukan mulai Januari 2025 berpotensi memberikan dampak berantai terhadap perekonomian nasional. https://t.co/SpognefhY6,Rencana kenaikan tarif Pajak Pertambahan Nilai PPN dari persen menjadi persen yang akan diberlakukan mulai Januari berpotensi memberikan dampak berantai terhadap perekonomian nasional,rencana kenaikan tarif pajak pertambahan nilai ppn dari persen menjadi persen yang akan diberlakukan mulai januari berpotensi memberikan dampak berantai terhadap perekonomian nasional
Frolo2022,BennyHarmanID,1,@BennyHarmanID lah dah dibelikah pemerintah ma para koruptor? Anda sebagai anggota DPR tanyakan itu! Sekalian bisakan nga usah naikin tunjangan mantan presiden? Nga usah ada kenaikan pajak 12 persen! Naikin aja tuh pajak perusahaan tambang segede gedenya!,lah dah dibelikah pemerintah ma para koruptor Anda sebagai anggota DPR tanyakan itu Sekalian bisakan nga usah naikin tunjangan mantan presiden Nga usah ada kenaikan pajak persen Naikin aja tuh pajak perusahaan tambang segede gedenya,lah dah dibelikah pemerintah ma para koruptor anda sebagai anggota dpr tanyakan itu sekalian bisakan nga usah naikin tunjangan mantan presiden nga usah ada kenaikan pajak persen naikin aja tuh pajak perusahaan tambang segede gedenya
Frolo2022,kompascom,1,@kompascom Woi nga usah dinaikin tuh tunjangan mantan presiden udah kaya kaya mereka! Naikin pajak para pemilik tambang! Tangkapin tuh koruptor miskinkan! Nga usah ada lagi gajiin para influencer unfaedah! Lah bisa kan mikirin selain naikin pajak 12 perse,Woi nga usah dinaikin tuh tunjangan mantan presiden udah kaya kaya mereka Naikin pajak para pemilik tambang Tangkapin tuh koruptor miskinkan Nga usah ada lagi gajiin para influencer unfaedah Lah bisa kan mikirin selain naikin pajak persen Masa kaga bisa mikir yang lain,woi nga usah dinaikin tuh tunjangan mantan presiden udah kaya kaya mereka naikin pajak para pemilik tambang tangkapin tuh koruptor miskinkan nga usah ada lagi gajiin para influencer unfaedah lah bisa kan mikirin selain naikin pajak persen masa kaga bisa mikir yang lain
willowshit_,,1,Pendapat si mulyani anj banget emang ngasih pajak 12 persen emang negara bisa kasih apa aja yaa ke rakyat?? Yeh monyet,Pendapat si mulyani anj banget emang ngasih pajak persen emang negara bisa kasih apa aja yaa ke rakyat Yeh monyet,pendapat si mulyani anj banget emang ngasih pajak persen emang negara bisa kasih apa aja yaa ke rakyat yeh monyet
Rudy_Komunita,,0,Meskipun banyak ekonom dan peneliti yang menyarankan penerapan pajak kekayaan bagi kelompok orang kaya untuk menambah penerimaan negara Menteri Keuangan Sri Mulyani memilih untuk menaikkan Pajak Pertambahan Nilai (PPN) menjadi 12 persen pada 2025. https://t.co/qlfItnVxJv,Meskipun banyak ekonom dan peneliti yang menyarankan penerapan pajak kekayaan bagi kelompok orang kaya untuk menambah penerimaan negara Menteri Keuangan Sri Mulyani memilih untuk menaikkan Pajak Pertambahan Nilai PPN menjadi persen pada,meskipun banyak ekonom dan peneliti yang menyarankan penerapan pajak kekayaan bagi kelompok orang kaya untuk menambah penerimaan negara menteri keuangan sri mulyani memilih untuk menaikkan pajak pertambahan nilai ppn menjadi persen pada
VIVAcoid,,0,Pemerintah akan menaikkan tarif Pajak Pertambahan Nilai (PPN) menjadi 12 persen pada 1 Januari 2025. Hal ini disampaikan oleh Menteri Keuangan Sri Mulyani yang mengatakan tarif PPN sesuai dengan Undang-Undang Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan (UU HPP). https://t.co/cQSWrOyOSn,Pemerintah akan menaikkan tarif Pajak Pertambahan Nilai PPN menjadi persen pada Januari Hal ini disampaikan oleh Menteri Keuangan Sri Mulyani yang mengatakan tarif PPN sesuai dengan UndangUndang Nomor Tahun tentang Harmonisasi Peraturan Perpajakan UU HPP,pemerintah akan menaikkan tarif pajak pertambahan nilai ppn menjadi persen pada januari hal ini disampaikan oleh menteri keuangan sri mulyani yang mengatakan tarif ppn sesuai dengan undangundang nomor tahun tentang harmonisasi peraturan perpajakan uu hpp
rintikmantra,iPatNarumi,0,@iPatNarumi Masih lebih banyak populasi penduduk yang milih pajak 12 persen.,Masih lebih banyak populasi penduduk yang milih pajak persen,masih lebih banyak populasi penduduk yang milih pajak persen
kompascom,,1,Kenaikan tarif pajak pertambahan nilai (PPN) menjadi 12 persen membuat sejumlah warganet menyerukan aksi boikot dengan menerapkan frugal living dan mengurangi belanja. Ajakan boikot itu menggema di media sosial X atau Twitter dalam beberapa hari terakhir. Yang pengen ganti HP https://t.co/pnrDvYRray,Kenaikan tarif pajak pertambahan nilai PPN menjadi persen membuat sejumlah warganet menyerukan aksi boikot dengan menerapkan frugal living dan mengurangi belanja Ajakan boikot itu menggema di media sosial X atau Twitter dalam beberapa hari terakhir Yang pengen ganti HP,kenaikan tarif pajak pertambahan nilai ppn menjadi persen membuat sejumlah warganet menyerukan aksi boikot dengan menerapkan frugal living dan mengurangi belanja ajakan boikot itu menggema di media sosial x atau twitter dalam beberapa hari terakhir yang pengen ganti hp
prima_111,Rzz_mmhuntr,0,@Rzz_mmhuntr @YazzShikii Net foreign IHSG 1 bulan. Akankah beralih membeli super mega meme? Pajak naik 12 persen. Buy meme coin heheh @PaceCrypto https://t.co/NdqFNQNnMQ,Net foreign IHSG bulan Akankah beralih membeli super mega meme Pajak naik persen Buy meme coin heheh,net foreign ihsg bulan akankah beralih membeli super mega meme pajak naik persen buy meme coin heheh
amamabilis,,1,Gue sedih banget kalau pajak beneran naik jadi 12 persen makin miskin aja ya susah beli makin mahal aja nanti,Gue sedih banget kalau pajak beneran naik jadi persen makin miskin aja ya susah beli makin mahal aja nanti,gue sedih banget kalau pajak beneran naik jadi persen makin miskin aja ya susah beli makin mahal aja nanti
sinpotv,,1,Soal PPN 12 Persen Muhammadiyah: Jangan Sampai Lumbung Padi Dimakan Tikus @HaedarNs @DitjenPajakRI #pajak #ppn #muhammadiyah #haedarnashir https://t.co/JVARlUW1zx,Soal PPN Persen Muhammadiyah Jangan Sampai Lumbung Padi Dimakan Tikus pajak ppn muhammadiyah haedarnashir,soal ppn persen muhammadiyah jangan sampai lumbung padi dimakan tikus pajak ppn muhammadiyah haedarnashir
TroyBailey27923,Sahrul_Azfara,0,@Sahrul_Azfara Direktorat Jenderal Pajak Siapkan Infrastruktur untuk Penerapan PPN 12 Persen Tahun Depan https://t.co/84Hm6v8aw7,Direktorat Jenderal Pajak Siapkan Infrastruktur untuk Penerapan PPN Persen Tahun Depan,direktorat jenderal pajak siapkan infrastruktur untuk penerapan ppn persen tahun depan
eventhehorizon,,1,Gpp guys pajak naik 12 persen mending ngungsi nonton ke sana aja,Gpp guys pajak naik persen mending ngungsi nonton ke sana aja,gpp guys pajak naik persen mending ngungsi nonton ke sana aja
LaingenLisa,,1,Kasihan ibu Sri Mulyani @KemenkeuRI Padahal kenaikan pajak 12 persen perintah UU yg sdh di buat sebelum Jokowi pensiun @prabowo mah santai aja Bgtu juga @gibran_tweet yg ingin memperluas kebun binatang,Kasihan ibu Sri Mulyani Padahal kenaikan pajak persen perintah UU yang sdh di buat sebelum Jokowi pensiun mah santai aja Bgtu juga yang ingin memperluas kebun binatang,kasihan ibu sri mulyani padahal kenaikan pajak persen perintah uu yang sdh di buat sebelum jokowi pensiun mah santai aja bgtu juga yang ingin memperluas kebun binatang
kompascom,,1,Kenaikan tarif pajak pertambahan nilai (PPN) menjadi 12 persen membuat sejumlah warganet menyerukan aksi boikot dengan menerapkan frugal living dan mengurangi belanja. //MN #Pajak #PPNNaik #FrugalLiving https://t.co/fdcayFbW19,Kenaikan tarif pajak pertambahan nilai PPN menjadi persen membuat sejumlah warganet menyerukan aksi boikot dengan menerapkan frugal living dan mengurangi belanja MN Pajak PPNNaik FrugalLiving,kenaikan tarif pajak pertambahan nilai ppn menjadi persen membuat sejumlah warganet menyerukan aksi boikot dengan menerapkan frugal living dan mengurangi belanja mn pajak ppnnaik frugalliving
PKSejahtera,,1,Komisi VII FPKS : PPN 12% Beratkan UMKM Sebaiknya Ditinjau Ulang Yang pertama merasakan dampak kenaikan pajak ini sektor UMKM. Logikanya ini akan mempengaruhi 61 persen pendapatan ekonomi nasional ~Hendry Munief https://t.co/CgxXPb235J https://t.co/j8Hk8A9M6Y,Komisi VII FPKS PPN Beratkan UMKM Sebaiknya Ditinjau Ulang Yang pertama merasakan dampak kenaikan pajak ini sektor UMKM Logikanya ini akan mempengaruhi persen pendapatan ekonomi nasional Hendry Munief,komisi vii fpks ppn beratkan umkm sebaiknya ditinjau ulang yang pertama merasakan dampak kenaikan pajak ini sektor umkm logikanya ini akan mempengaruhi persen pendapatan ekonomi nasional hendry munief
pantaucom_,,0,Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) optimistis industri otomotif dapat bertahan meski tarif Pajak Pertambahan Nilai (PPN) akan naik menjadi 12 persen pada awal 2025. https://t.co/jgNmgVvl4W,Gabungan Industri Kendaraan Bermotor Indonesia Gaikindo optimistis industri otomotif dapat bertahan meski tarif Pajak Pertambahan Nilai PPN akan naik menjadi persen pada awal,gabungan industri kendaraan bermotor indonesia gaikindo optimistis industri otomotif dapat bertahan meski tarif pajak pertambahan nilai ppn akan naik menjadi persen pada awal
Ushiii_o,kegblgnunfaedh,0,@kegblgnunfaedh Dari artikelnya yang kubaca rupanya pajak PPN dari 11 persen jadi 12 persen mulai tahun depan,Dari artikelnya yang kubaca rupanya pajak PPN dari persen jadi persen mulai tahun depan,dari artikelnya yang kubaca rupanya pajak ppn dari persen jadi persen mulai tahun depan
Ushiii_o,Edy4Life,0,@Edy4Life @kegblgnunfaedh Rupanya pajak yg dimaksud itu PPN awalnya 11 persen jadi 12 persen ditahun depan,Rupanya pajak yang dimaksud itu PPN awalnya persen jadi persen ditahun depan,rupanya pajak yang dimaksud itu ppn awalnya persen jadi persen ditahun depan
ZakaUntung,,1,Rencana kenaikan tarif pajak pertambahan nilai (PPN) menjadi 12 persen akan berlaku mulai 1 Januari 2025. Pak Prabowo tolong kl Bapak cinta rakyat batalkan kenaikan ppn tersebut. Bayar listrik wifi belanja kebutuhan sehari-hari...kami harus nambah masing-masing 1%. Please! https://t.co/abggjeGNx4,Rencana kenaikan tarif pajak pertambahan nilai PPN menjadi persen akan berlaku mulai Januari Pak Prabowo tolong kl Bapak cinta rakyat batalkan kenaikan ppn tersebut Bayar listrik wifi belanja kebutuhan sehariharikami harus nambah masingmasing Please,rencana kenaikan tarif pajak pertambahan nilai ppn menjadi persen akan berlaku mulai januari pak prabowo tolong kl bapak cinta rakyat batalkan kenaikan ppn tersebut bayar listrik wifi belanja kebutuhan sehariharikami harus nambah masingmasing please
RudiBudiman80,,1,gua bangga sama pemimpin jika orang miskin berkurang pengguran dapat kerjaan dan pajak gak jadi 12 persen selebihnya gymmick doank,gua bangga sama pemimpin jika orang miskin berkurang pengguran dapat kerjaan dan pajak tidak jadi persen selebihnya gymmick doank,gua bangga sama pemimpin jika orang miskin berkurang pengguran dapat kerjaan dan pajak tidak jadi persen selebihnya gymmick doank
chuya1976,,1,Ketika PPN Pajak Naik ke 12 Persen. Indonesia jd pemungut pajak PPN tertinggi se-asean. Padahal Lainnya 10 ada yg 6-7 persen.,Ketika PPN Pajak Naik ke Persen Indonesia jd pemungut pajak PPN tertinggi seasean Padahal Lainnya ada yang persen,ketika ppn pajak naik ke persen indonesia jd pemungut pajak ppn tertinggi seasean padahal lainnya ada yang persen
PRMNMataBandung,,0,Kenaikan Pajak di Awal Tahun 2025: Sri Mulyani Sebut APBN Harus Sehat PPN 12 Persen adalah Solusi https://t.co/81pZwYZ6x6,Kenaikan Pajak di Awal Tahun Sri Mulyani Sebut APBN Harus Sehat PPN Persen adalah Solusi,kenaikan pajak di awal tahun sri mulyani sebut apbn harus sehat ppn persen adalah solusi
RizkyZulfa96406,cryptondo,1,@cryptondo Tanggung cok rampok aja 99â„… sisain dikit buat seblak konoha konoha dah pajak negara 12 persen belum cukup juga surend king wakanda,Tanggung cok rampok aja sisain dikit buat seblak konoha konoha dah pajak negara persen belum cukup juga surend king wakanda,tanggung cok rampok aja sisain dikit buat seblak konoha konoha dah pajak negara persen belum cukup juga surend king wakanda
noonreader,,1,kenapa pajak naik 12% persen pada ngasih tips frugal living semua ya lawan ges ojok mbideg ae raimu â€,kenapa pajak naik persen pada ngasih tips frugal living semua ya lawan ges ojok mbideg ae raimu,kenapa pajak naik persen pada ngasih tips frugal living semua ya lawan ges ojok mbideg ae raimu
giggs0824,adri_zizie,1,@adri_zizie Indonesia mundur banyak utang pajak naik 12 persen....,Indonesia mundur banyak utang pajak naik persen,indonesia mundur banyak utang pajak naik persen
kumparan,,0,Kemenkeu memastikan Pajak Pertambahan Nilai (PPN) 12 persen tetap naik di 1 Januari 2025. #bisnisupdate #update #bisnis #oneliner https://t.co/ZQOI9yFLcN https://t.co/puPZRJgVLU,Kemenkeu memastikan Pajak Pertambahan Nilai PPN persen tetap naik di Januari bisnisupdate update bisnis oneliner,kemenkeu memastikan pajak pertambahan nilai ppn persen tetap naik di januari bisnisupdate update bisnis oneliner
pajakcom,,0,Menjadi PKP di Tengah Wacana Tarif PPN 12 Persen Apa Untungnya? https://t.co/92ZgrGrpST,Menjadi PKP di Tengah Wacana Tarif PPN Persen Apa Untungnya,menjadi pkp di tengah wacana tarif ppn persen apa untungnya
Dewasuri30,,1,Pajak 12 persen strategi oligarki dan Mulyono @jokowi dibantu SMI @KemenkeuRI agar fufufafa @gibran_tweet mengkudeta presiden @prabowo CC @MUIPusat @muhammadiyah @tempodotco @BEM_SI @PBHMI_1947 @msaid_didu @Nurmantyo_Gatot @KRMTRoySuryo2 @rahmasarita @caknundotcom,Pajak persen strategi oligarki dan Mulyono dibantu SMI agar fufufafa mengkudeta presiden CC,pajak persen strategi oligarki dan mulyono dibantu smi agar fufufafa mengkudeta presiden cc
danisnovitaa4,,2,kenaikan pajak PPN 12 Persen sudah sesuai amanat UU Harmonisasi Peraturan Perpajakan. #PresidenPrabowo PPN 12% Ekonomi Maju Indonesia Maju https://t.co/xIVNV0Koe5,kenaikan pajak PPN Persen sudah sesuai amanat UU Harmonisasi Peraturan Perpajakan PresidenPrabowo PPN Ekonomi Maju Indonesia Maju,kenaikan pajak ppn persen sudah sesuai amanat uu harmonisasi peraturan perpajakan presidenprabowo ppn ekonomi maju indonesia maju
danangkukuh_,BudiBukanIntel,0,@BudiBukanIntel Sumbernya dari Pajak yg naik bentar lagi. Anyep banget gerakan pajak naik. Udah legowo pada ya pajak 12 persen,Sumbernya dari Pajak yang naik bentar lagi Anyep banget gerakan pajak naik Udah legowo pada ya pajak persen,sumbernya dari pajak yang naik bentar lagi anyep banget gerakan pajak naik udah legowo pada ya pajak persen
DuniaInformasii,,2,kenaikan pajak PPN 12 Persen sudah sesuai amanat UU Harmonisasi Peraturan Perpajakan. #PresidenPrabowo ppn12 persen ekonomi maju Indonesia Maju https://t.co/OY8PHMvU4z,kenaikan pajak PPN Persen sudah sesuai amanat UU Harmonisasi Peraturan Perpajakan PresidenPrabowo ppn persen ekonomi maju Indonesia Maju,kenaikan pajak ppn persen sudah sesuai amanat uu harmonisasi peraturan perpajakan presidenprabowo ppn persen ekonomi maju indonesia maju
akujualkue,genzonk170132,1,@genzonk170132 @UmarHasibuan__ Sekarang pajak naik jadi 12 persen kata pendukungnya yaelahhhhh cuma 1persen doang kalo gamau jgn tinggal di indonesia. Lalu sembako naik mereka bilang yaelahhhh tiap tahun emang selalu naik pdhl dia gatau kalo orang tua nya,Sekarang pajak naik jadi persen kata pendukungnya yaelahhhhh cuma persen doang kalau gamau jgn tinggal di indonesia Lalu sembako naik mereka bilang yaelahhhh tiap tahun emang selalu naik pdhl dia gatau kalau orang tua nya pusing mikir besok makan sama apa,sekarang pajak naik jadi persen kata pendukungnya yaelahhhhh cuma persen doang kalau gamau jgn tinggal di indonesia lalu sembako naik mereka bilang yaelahhhh tiap tahun emang selalu naik pdhl dia gatau kalau orang tua nya pusing mikir besok makan sama apa
maklumat_id,,0,Pengusaha Beber Dampak Kenaikan Pajak 12 Persen https://t.co/ob4MsBoXBo,Pengusaha Beber Dampak Kenaikan Pajak Persen,pengusaha beber dampak kenaikan pajak persen
CNNIndonesia,,1,Eks Dirjen Pajak Pun Ikut Desak Prabowo Batalkan PPN 12 Persen https://t.co/LcsC6TUM0q,Eks Dirjen Pajak Pun Ikut Desak Prabowo Batalkan PPN Persen,eks dirjen pajak pun ikut desak prabowo batalkan ppn persen
antipelangiii,BiLLYKHAERUDIN,1,@BiLLYKHAERUDIN @hariankompas Gimana engga mau cabut sekolah mahal pajak 12 persen beli lain2 juga dipajakin Uu omnimbus jd lulusan S1 juga banyak yg jd outsource bahkan di bumn umkm jg kena pajak wapresnya gibran.,Gimana engga mau cabut sekolah mahal pajak persen beli lain juga dipajakin Uu omnimbus jd lulusan S juga banyak yang jd outsource bahkan di bumn umkm jg kena pajak wapresnya gibran,gimana engga mau cabut sekolah mahal pajak persen beli lain juga dipajakin uu omnimbus jd lulusan s juga banyak yang jd outsource bahkan di bumn umkm jg kena pajak wapresnya gibran
